ozone,particullate_matter,carbon_monoxide,sulfure_dioxide,nitrogen_dioxide,longitude,latitude,timestamp
64,38,144,147,150,10.18367947,56.1498479,8/24/2014 0:45
62,41,143,142,151,10.18367947,56.1498479,8/24/2014 0:50
65,45,140,139,147,10.18367947,56.1498479,8/24/2014 0:55
63,45,140,136,150,10.18367947,56.1498479,8/24/2014 1:00
58,44,141,139,151,10.18367947,56.1498479,8/24/2014 1:05
59,42,144,137,146,10.18367947,56.1498479,8/24/2014 1:10
60,37,144,134,143,10.18367947,56.1498479,8/24/2014 1:15
64,37,141,134,145,10.18367947,56.1498479,8/24/2014 1:20
68,39,146,138,142,10.18367947,56.1498479,8/24/2014 1:25
63,39,142,140,146,10.18367947,56.1498479,8/24/2014 1:30
64,34,137,141,149,10.18367947,56.1498479,8/24/2014 1:35
66,31,140,136,147,10.18367947,56.1498479,8/24/2014 1:40
68,28,142,135,150,10.18367947,56.1498479,8/24/2014 1:45
72,31,144,140,146,10.18367947,56.1498479,8/24/2014 1:50
69,28,141,136,142,10.18367947,56.1498479,8/24/2014 1:55
70,33,138,133,141,10.18367947,56.1498479,8/24/2014 2:00
68,35,143,132,137,10.18367947,56.1498479,8/24/2014 2:05
64,36,143,130,133,10.18367947,56.1498479,8/24/2014 2:10
60,31,148,129,135,10.18367947,56.1498479,8/24/2014 2:15
58,34,145,124,131,10.18367947,56.1498479,8/24/2014 2:20
63,36,148,124,127,10.18367947,56.1498479,8/24/2014 2:25
61,39,150,123,128,10.18367947,56.1498479,8/24/2014 2:30
61,44,152,123,131,10.18367947,56.1498479,8/24/2014 2:35
66,46,151,118,132,10.18367947,56.1498479,8/24/2014 2:40
67,43,153,120,128,10.18367947,56.1498479,8/24/2014 2:45
62,47,156,125,127,10.18367947,56.1498479,8/24/2014 2:50
59,48,157,129,124,10.18367947,56.1498479,8/24/2014 2:55
59,46,152,130,127,10.18367947,56.1498479,8/24/2014 3:00
54,49,155,126,131,10.18367947,56.1498479,8/24/2014 3:05
54,48,159,126,128,10.18367947,56.1498479,8/24/2014 3:10
53,51,156,128,125,10.18367947,56.1498479,8/24/2014 3:15
52,52,156,129,122,10.18367947,56.1498479,8/24/2014 3:20
51,49,156,126,120,10.18367947,56.1498479,8/24/2014 3:25
55,53,160,124,115,10.18367947,56.1498479,8/24/2014 3:30
50,58,165,129,120,10.18367947,56.1498479,8/24/2014 3:35
49,55,168,132,120,10.18367947,56.1498479,8/24/2014 3:40
48,57,165,134,121,10.18367947,56.1498479,8/24/2014 3:45
51,61,162,130,124,10.18367947,56.1498479,8/24/2014 3:50
46,61,157,132,125,10.18367947,56.1498479,8/24/2014 3:55
42,66,153,131,129,10.18367947,56.1498479,8/24/2014 4:00
40,65,153,135,126,10.18367947,56.1498479,8/24/2014 4:05
42,66,157,136,122,10.18367947,56.1498479,8/24/2014 4:10
46,62,153,137,118,10.18367947,56.1498479,8/24/2014 4:15
47,65,155,137,113,10.18367947,56.1498479,8/24/2014 4:20
48,62,154,139,114,10.18367947,56.1498479,8/24/2014 4:25
50,66,149,134,112,10.18367947,56.1498479,8/24/2014 4:30
50,62,144,132,113,10.18367947,56.1498479,8/24/2014 4:35
48,67,146,131,108,10.18367947,56.1498479,8/24/2014 4:40
48,72,150,130,110,10.18367947,56.1498479,8/24/2014 4:45
45,67,145,133,110,10.18367947,56.1498479,8/24/2014 4:50
47,70,147,137,105,10.18367947,56.1498479,8/24/2014 4:55
43,75,146,138,103,10.18367947,56.1498479,8/24/2014 5:00
44,74,151,142,100,10.18367947,56.1498479,8/24/2014 5:05
45,75,148,145,100,10.18367947,56.1498479,8/24/2014 5:10
42,73,152,144,105,10.18367947,56.1498479,8/24/2014 5:15
45,70,153,140,103,10.18367947,56.1498479,8/24/2014 5:20
42,70,148,136,107,10.18367947,56.1498479,8/24/2014 5:25
47,66,147,134,111,10.18367947,56.1498479,8/24/2014 5:30
46,64,142,134,111,10.18367947,56.1498479,8/24/2014 5:35
50,69,144,134,114,10.18367947,56.1498479,8/24/2014 5:40
53,72,141,133,113,10.18367947,56.1498479,8/24/2014 5:45
53,74,142,131,110,10.18367947,56.1498479,8/24/2014 5:50
50,72,146,126,110,10.18367947,56.1498479,8/24/2014 5:55
45,73,151,130,112,10.18367947,56.1498479,8/24/2014 6:00
43,78,154,131,110,10.18367947,56.1498479,8/24/2014 6:05
48,83,149,131,113,10.18367947,56.1498479,8/24/2014 6:10
45,80,150,135,111,10.18367947,56.1498479,8/24/2014 6:15
42,81,152,139,115,10.18367947,56.1498479,8/24/2014 6:20
39,81,152,144,113,10.18367947,56.1498479,8/24/2014 6:25
35,82,154,141,112,10.18367947,56.1498479,8/24/2014 6:30
36,87,152,136,116,10.18367947,56.1498479,8/24/2014 6:35
37,85,152,133,121,10.18367947,56.1498479,8/24/2014 6:40
32,88,149,132,122,10.18367947,56.1498479,8/24/2014 6:45
27,87,147,132,118,10.18367947,56.1498479,8/24/2014 6:50
30,87,151,131,117,10.18367947,56.1498479,8/24/2014 6:55
32,88,147,126,118,10.18367947,56.1498479,8/24/2014 7:00
30,88,152,123,120,10.18367947,56.1498479,8/24/2014 7:05
30,89,154,121,122,10.18367947,56.1498479,8/24/2014 7:10
35,86,150,122,122,10.18367947,56.1498479,8/24/2014 7:15
33,88,147,118,120,10.18367947,56.1498479,8/24/2014 7:20
30,92,149,113,117,10.18367947,56.1498479,8/24/2014 7:25
27,92,150,108,116,10.18367947,56.1498479,8/24/2014 7:30
23,92,154,106,115,10.18367947,56.1498479,8/24/2014 7:35
19,91,154,101,113,10.18367947,56.1498479,8/24/2014 7:40
22,95,150,97,109,10.18367947,56.1498479,8/24/2014 7:45
24,91,148,94,106,10.18367947,56.1498479,8/24/2014 7:50
19,91,148,97,109,10.18367947,56.1498479,8/24/2014 7:55
21,92,149,101,109,10.18367947,56.1498479,8/24/2014 8:00
24,96,147,101,105,10.18367947,56.1498479,8/24/2014 8:05
29,101,149,97,109,10.18367947,56.1498479,8/24/2014 8:10
26,102,152,99,113,10.18367947,56.1498479,8/24/2014 8:15
26,99,155,99,118,10.18367947,56.1498479,8/24/2014 8:20
26,99,155,100,115,10.18367947,56.1498479,8/24/2014 8:25
30,103,159,98,115,10.18367947,56.1498479,8/24/2014 8:30
25,107,158,93,116,10.18367947,56.1498479,8/24/2014 8:35
25,102,154,95,120,10.18367947,56.1498479,8/24/2014 8:40
20,98,156,92,124,10.18367947,56.1498479,8/24/2014 8:45
16,100,157,94,120,10.18367947,56.1498479,8/24/2014 8:50
18,98,155,91,115,10.18367947,56.1498479,8/24/2014 8:55
23,94,150,93,115,10.18367947,56.1498479,8/24/2014 9:00
19,99,146,89,117,10.18367947,56.1498479,8/24/2014 9:05
26,95,143,93,115,10.18367947,56.1498479,8/24/2014 9:10
23,91,147,94,110,10.18367947,56.1498479,8/24/2014 9:15
28,92,145,94,113,10.18367947,56.1498479,8/24/2014 9:20
25,88,144,93,116,10.18367947,56.1498479,8/24/2014 9:25
20,89,139,89,119,10.18367947,56.1498479,8/24/2014 9:30
24,86,144,87,114,10.18367947,56.1498479,8/24/2014 9:35
19,83,141,91,111,10.18367947,56.1498479,8/24/2014 9:40
20,81,139,93,107,10.18367947,56.1498479,8/24/2014 9:45
22,76,141,97,103,10.18367947,56.1498479,8/24/2014 9:50
26,74,142,97,103,10.18367947,56.1498479,8/24/2014 9:55
25,76,137,102,106,10.18367947,56.1498479,8/24/2014 10:00
30,73,142,106,110,10.18367947,56.1498479,8/24/2014 10:05
25,68,147,108,105,10.18367947,56.1498479,8/24/2014 10:10
25,66,143,106,110,10.18367947,56.1498479,8/24/2014 10:15
23,68,147,109,105,10.18367947,56.1498479,8/24/2014 10:20
25,73,142,105,105,10.18367947,56.1498479,8/24/2014 10:25
21,71,145,100,110,10.18367947,56.1498479,8/24/2014 10:30
18,68,150,105,107,10.18367947,56.1498479,8/24/2014 10:35
19,65,151,105,104,10.18367947,56.1498479,8/24/2014 10:40
21,61,154,102,102,10.18367947,56.1498479,8/24/2014 10:45
23,57,154,107,104,10.18367947,56.1498479,8/24/2014 10:50
27,58,153,104,104,10.18367947,56.1498479,8/24/2014 10:55
31,53,156,105,106,10.18367947,56.1498479,8/24/2014 11:00
35,49,160,101,102,10.18367947,56.1498479,8/24/2014 11:05
34,54,155,99,99,10.18367947,56.1498479,8/24/2014 11:10
32,56,154,102,98,10.18367947,56.1498479,8/24/2014 11:15
31,51,156,104,94,10.18367947,56.1498479,8/24/2014 11:20
30,56,158,103,98,10.18367947,56.1498479,8/24/2014 11:25
29,52,163,98,97,10.18367947,56.1498479,8/24/2014 11:30
28,54,167,100,96,10.18367947,56.1498479,8/24/2014 11:35
33,49,166,105,92,10.18367947,56.1498479,8/24/2014 11:40
36,54,166,108,90,10.18367947,56.1498479,8/24/2014 11:45
32,50,171,111,90,10.18367947,56.1498479,8/24/2014 11:50
34,46,166,111,86,10.18367947,56.1498479,8/24/2014 11:55
36,42,167,111,86,10.18367947,56.1498479,8/24/2014 12:00
38,41,164,113,83,10.18367947,56.1498479,8/24/2014 12:05
39,37,161,110,84,10.18367947,56.1498479,8/24/2014 12:10
37,34,157,109,85,10.18367947,56.1498479,8/24/2014 12:15
35,33,153,104,81,10.18367947,56.1498479,8/24/2014 12:20
37,28,157,109,76,10.18367947,56.1498479,8/24/2014 12:25
41,24,152,109,71,10.18367947,56.1498479,8/24/2014 12:30
45,27,148,110,67,10.18367947,56.1498479,8/24/2014 12:35
41,27,149,114,70,10.18367947,56.1498479,8/24/2014 12:40
46,32,145,116,75,10.18367947,56.1498479,8/24/2014 12:45
51,35,146,116,76,10.18367947,56.1498479,8/24/2014 12:50
46,34,142,121,74,10.18367947,56.1498479,8/24/2014 12:55
50,35,137,125,79,10.18367947,56.1498479,8/24/2014 13:00
47,38,133,122,75,10.18367947,56.1498479,8/24/2014 13:05
44,40,131,126,70,10.18367947,56.1498479,8/24/2014 13:10
43,37,135,128,69,10.18367947,56.1498479,8/24/2014 13:15
44,41,134,125,73,10.18367947,56.1498479,8/24/2014 13:20
47,43,135,130,73,10.18367947,56.1498479,8/24/2014 13:25
48,38,140,134,70,10.18367947,56.1498479,8/24/2014 13:30
48,38,144,132,66,10.18367947,56.1498479,8/24/2014 13:35
44,37,142,135,61,10.18367947,56.1498479,8/24/2014 13:40
43,38,137,133,60,10.18367947,56.1498479,8/24/2014 13:45
47,37,137,138,55,10.18367947,56.1498479,8/24/2014 13:50
50,32,134,141,51,10.18367947,56.1498479,8/24/2014 13:55
47,31,139,143,50,10.18367947,56.1498479,8/24/2014 14:00
44,26,141,145,48,10.18367947,56.1498479,8/24/2014 14:05
39,25,146,140,45,10.18367947,56.1498479,8/24/2014 14:10
36,27,149,141,46,10.18367947,56.1498479,8/24/2014 14:15
38,30,150,146,45,10.18367947,56.1498479,8/24/2014 14:20
38,29,152,145,48,10.18367947,56.1498479,8/24/2014 14:25
34,27,156,141,53,10.18367947,56.1498479,8/24/2014 14:30
33,27,156,136,57,10.18367947,56.1498479,8/24/2014 14:35
37,26,151,135,53,10.18367947,56.1498479,8/24/2014 14:40
42,25,147,132,54,10.18367947,56.1498479,8/24/2014 14:45
40,21,143,136,51,10.18367947,56.1498479,8/24/2014 14:50
44,19,141,139,52,10.18367947,56.1498479,8/24/2014 14:55
42,29,137,143,51,10.18367947,56.1498479,8/24/2014 15:00
46,34,135,142,49,10.18367947,56.1498479,8/24/2014 15:05
47,31,135,137,47,10.18367947,56.1498479,8/24/2014 15:10
44,27,131,141,49,10.18367947,56.1498479,8/24/2014 15:15
47,29,128,137,48,10.18367947,56.1498479,8/24/2014 15:20
50,31,130,138,47,10.18367947,56.1498479,8/24/2014 15:25
47,36,133,135,47,10.18367947,56.1498479,8/24/2014 15:30
43,31,137,133,45,10.18367947,56.1498479,8/24/2014 15:35
44,36,138,128,45,10.18367947,56.1498479,8/24/2014 15:40
49,41,137,125,44,10.18367947,56.1498479,8/24/2014 15:45
45,42,140,127,49,10.18367947,56.1498479,8/24/2014 15:50
44,45,144,129,46,10.18367947,56.1498479,8/24/2014 15:55
44,44,144,128,46,10.18367947,56.1498479,8/24/2014 16:00
45,40,141,128,50,10.18367947,56.1498479,8/24/2014 16:05
48,37,138,131,51,10.18367947,56.1498479,8/24/2014 16:10
45,42,140,134,54,10.18367947,56.1498479,8/24/2014 16:15
44,41,135,135,54,10.18367947,56.1498479,8/24/2014 16:20
48,45,140,130,53,10.18367947,56.1498479,8/24/2014 16:25
53,40,139,127,58,10.18367947,56.1498479,8/24/2014 16:30
51,40,135,123,59,10.18367947,56.1498479,8/24/2014 16:35
53,38,133,127,61,10.18367947,56.1498479,8/24/2014 16:40
51,43,128,128,56,10.18367947,56.1498479,8/24/2014 16:45
48,43,129,133,57,10.18367947,56.1498479,8/24/2014 16:50
47,46,127,138,62,10.18367947,56.1498479,8/24/2014 16:55
46,47,129,141,58,10.18367947,56.1498479,8/24/2014 17:00
48,42,132,146,63,10.18367947,56.1498479,8/24/2014 17:05
52,44,135,143,65,10.18367947,56.1498479,8/24/2014 17:10
47,45,135,148,70,10.18367947,56.1498479,8/24/2014 17:15
44,41,131,146,70,10.18367947,56.1498479,8/24/2014 17:20
45,38,130,146,71,10.18367947,56.1498479,8/24/2014 17:25
50,39,125,142,68,10.18367947,56.1498479,8/24/2014 17:30
49,35,130,138,70,10.18367947,56.1498479,8/24/2014 17:35
46,39,134,138,66,10.18367947,56.1498479,8/24/2014 17:40
43,44,137,136,71,10.18367947,56.1498479,8/24/2014 17:45
48,48,134,137,66,10.18367947,56.1498479,8/24/2014 17:50
43,49,137,138,61,10.18367947,56.1498479,8/24/2014 17:55
43,48,142,139,61,10.18367947,56.1498479,8/24/2014 18:00
40,47,140,137,66,10.18367947,56.1498479,8/24/2014 18:05
43,43,137,140,70,10.18367947,56.1498479,8/24/2014 18:10
39,45,134,136,73,10.18367947,56.1498479,8/24/2014 18:15
36,40,135,140,74,10.18367947,56.1498479,8/24/2014 18:20
41,40,137,137,79,10.18367947,56.1498479,8/24/2014 18:25
38,39,137,138,76,10.18367947,56.1498479,8/24/2014 18:30
40,36,137,133,80,10.18367947,56.1498479,8/24/2014 18:35
36,38,136,136,83,10.18367947,56.1498479,8/24/2014 18:40
39,38,132,131,87,10.18367947,56.1498479,8/24/2014 18:45
35,42,132,134,91,10.18367947,56.1498479,8/24/2014 18:50
36,39,135,129,92,10.18367947,56.1498479,8/24/2014 18:55
36,37,131,124,88,10.18367947,56.1498479,8/24/2014 19:00
32,35,128,129,91,10.18367947,56.1498479,8/24/2014 19:05
30,31,132,131,88,10.18367947,56.1498479,8/24/2014 19:10
25,33,137,132,88,10.18367947,56.1498479,8/24/2014 19:15
30,30,132,134,90,10.18367947,56.1498479,8/24/2014 19:20
29,32,137,133,89,10.18367947,56.1498479,8/24/2014 19:25
24,27,136,135,91,10.18367947,56.1498479,8/24/2014 19:30
19,30,138,139,93,10.18367947,56.1498479,8/24/2014 19:35
23,32,142,136,95,10.18367947,56.1498479,8/24/2014 19:40
25,36,143,141,93,10.18367947,56.1498479,8/24/2014 19:45
25,38,141,141,95,10.18367947,56.1498479,8/24/2014 19:50
20,40,142,146,100,10.18367947,56.1498479,8/24/2014 19:55
22,40,144,144,105,10.18367947,56.1498479,8/24/2014 20:00
21,37,144,145,100,10.18367947,56.1498479,8/24/2014 20:05
17,42,142,148,95,10.18367947,56.1498479,8/24/2014 20:10
23,42,137,148,98,10.18367947,56.1498479,8/24/2014 20:15
23,41,132,149,97,10.18367947,56.1498479,8/24/2014 20:20
19,41,133,149,102,10.18367947,56.1498479,8/24/2014 20:25
22,41,130,148,107,10.18367947,56.1498479,8/24/2014 20:30
19,45,129,144,106,10.18367947,56.1498479,8/24/2014 20:35
20,40,125,149,104,10.18367947,56.1498479,8/24/2014 20:40
24,40,121,149,103,10.18367947,56.1498479,8/24/2014 20:45
23,37,118,145,105,10.18367947,56.1498479,8/24/2014 20:50
22,34,116,140,102,10.18367947,56.1498479,8/24/2014 20:55
26,32,111,137,99,10.18367947,56.1498479,8/24/2014 21:00
22,30,109,139,99,10.18367947,56.1498479,8/24/2014 21:05
23,25,106,138,104,10.18367947,56.1498479,8/24/2014 21:10
25,22,102,136,105,10.18367947,56.1498479,8/24/2014 21:15
23,19,97,140,106,10.18367947,56.1498479,8/24/2014 21:20
21,23,99,138,108,10.18367947,56.1498479,8/24/2014 21:25
17,21,100,139,113,10.18367947,56.1498479,8/24/2014 21:30
18,23,99,144,114,10.18367947,56.1498479,8/24/2014 21:35
28,20,94,140,111,10.18367947,56.1498479,8/24/2014 21:40
33,20,97,136,110,10.18367947,56.1498479,8/24/2014 21:45
33,15,93,133,114,10.18367947,56.1498479,8/24/2014 21:50
33,18,88,135,113,10.18367947,56.1498479,8/24/2014 21:55
33,27,90,138,112,10.18367947,56.1498479,8/24/2014 22:00
35,26,86,138,114,10.18367947,56.1498479,8/24/2014 22:05
31,31,87,136,109,10.18367947,56.1498479,8/24/2014 22:10
30,34,91,134,106,10.18367947,56.1498479,8/24/2014 22:15
35,34,86,139,110,10.18367947,56.1498479,8/24/2014 22:20
37,29,84,140,111,10.18367947,56.1498479,8/24/2014 22:25
42,24,81,139,112,10.18367947,56.1498479,8/24/2014 22:30
37,24,85,142,114,10.18367947,56.1498479,8/24/2014 22:35
41,29,86,146,115,10.18367947,56.1498479,8/24/2014 22:40
40,24,88,142,117,10.18367947,56.1498479,8/24/2014 22:45
44,23,93,146,119,10.18367947,56.1498479,8/24/2014 22:50
45,22,95,146,120,10.18367947,56.1498479,8/24/2014 22:55
47,19,96,144,122,10.18367947,56.1498479,8/24/2014 23:00
49,29,99,147,127,10.18367947,56.1498479,8/24/2014 23:05
44,27,95,152,132,10.18367947,56.1498479,8/24/2014 23:10
46,31,98,150,132,10.18367947,56.1498479,8/24/2014 23:15
44,27,100,153,129,10.18367947,56.1498479,8/24/2014 23:20
45,27,104,156,129,10.18367947,56.1498479,8/24/2014 23:25
46,24,106,160,129,10.18367947,56.1498479,8/24/2014 23:30
41,26,108,164,131,10.18367947,56.1498479,8/24/2014 23:35
43,27,108,162,134,10.18367947,56.1498479,8/24/2014 23:40
48,23,107,163,139,10.18367947,56.1498479,8/24/2014 23:45
45,26,109,165,138,10.18367947,56.1498479,8/24/2014 23:50
41,24,112,168,133,10.18367947,56.1498479,8/24/2014 23:55
44,20,110,167,134,10.18367947,56.1498479,8/25/2014 0:00
43,22,109,167,132,10.18367947,56.1498479,8/25/2014 0:05
40,27,106,168,131,10.18367947,56.1498479,8/25/2014 0:10
39,26,102,172,128,10.18367947,56.1498479,8/25/2014 0:15
42,23,99,177,127,10.18367947,56.1498479,8/25/2014 0:20
45,20,96,182,131,10.18367947,56.1498479,8/25/2014 0:25
50,20,101,181,134,10.18367947,56.1498479,8/25/2014 0:30
53,24,104,182,134,10.18367947,56.1498479,8/25/2014 0:35
58,28,101,178,138,10.18367947,56.1498479,8/25/2014 0:40
63,30,103,179,141,10.18367947,56.1498479,8/25/2014 0:45
62,29,103,176,146,10.18367947,56.1498479,8/25/2014 0:50
57,24,108,177,141,10.18367947,56.1498479,8/25/2014 0:55
54,29,108,176,143,10.18367947,56.1498479,8/25/2014 1:00
54,28,106,180,139,10.18367947,56.1498479,8/25/2014 1:05
57,29,108,176,136,10.18367947,56.1498479,8/25/2014 1:10
58,31,108,174,136,10.18367947,56.1498479,8/25/2014 1:15
57,33,105,171,133,10.18367947,56.1498479,8/25/2014 1:20
53,30,101,175,137,10.18367947,56.1498479,8/25/2014 1:25
57,34,103,178,135,10.18367947,56.1498479,8/25/2014 1:30
57,38,101,178,139,10.18367947,56.1498479,8/25/2014 1:35
60,36,103,176,138,10.18367947,56.1498479,8/25/2014 1:40
59,41,104,175,143,10.18367947,56.1498479,8/25/2014 1:45
60,43,109,179,142,10.18367947,56.1498479,8/25/2014 1:50
65,42,106,175,138,10.18367947,56.1498479,8/25/2014 1:55
64,45,110,175,143,10.18367947,56.1498479,8/25/2014 2:00
64,41,110,173,145,10.18367947,56.1498479,8/25/2014 2:05
60,45,114,174,146,10.18367947,56.1498479,8/25/2014 2:10
61,43,112,170,146,10.18367947,56.1498479,8/25/2014 2:15
60,44,111,166,148,10.18367947,56.1498479,8/25/2014 2:20
62,46,114,165,145,10.18367947,56.1498479,8/25/2014 2:25
61,50,111,170,141,10.18367947,56.1498479,8/25/2014 2:30
59,47,110,166,138,10.18367947,56.1498479,8/25/2014 2:35
55,43,115,167,140,10.18367947,56.1498479,8/25/2014 2:40
58,41,112,171,141,10.18367947,56.1498479,8/25/2014 2:45
59,40,110,175,137,10.18367947,56.1498479,8/25/2014 2:50
54,44,111,178,137,10.18367947,56.1498479,8/25/2014 2:55
52,40,110,178,141,10.18367947,56.1498479,8/25/2014 3:00
53,43,112,182,138,10.18367947,56.1498479,8/25/2014 3:05
58,44,115,180,138,10.18367947,56.1498479,8/25/2014 3:10
57,44,112,178,133,10.18367947,56.1498479,8/25/2014 3:15
54,45,107,182,137,10.18367947,56.1498479,8/25/2014 3:20
52,40,104,182,133,10.18367947,56.1498479,8/25/2014 3:25
52,40,100,185,131,10.18367947,56.1498479,8/25/2014 3:30
50,45,102,189,136,10.18367947,56.1498479,8/25/2014 3:35
49,45,104,188,131,10.18367947,56.1498479,8/25/2014 3:40
47,40,106,186,130,10.18367947,56.1498479,8/25/2014 3:45
50,36,104,182,134,10.18367947,56.1498479,8/25/2014 3:50
50,40,101,186,138,10.18367947,56.1498479,8/25/2014 3:55
53,43,103,187,140,10.18367947,56.1498479,8/25/2014 4:00
51,40,99,192,140,10.18367947,56.1498479,8/25/2014 4:05
55,36,99,191,139,10.18367947,56.1498479,8/25/2014 4:10
58,38,95,196,143,10.18367947,56.1498479,8/25/2014 4:15
55,43,98,194,144,10.18367947,56.1498479,8/25/2014 4:20
55,43,102,190,144,10.18367947,56.1498479,8/25/2014 4:25
52,40,97,191,142,10.18367947,56.1498479,8/25/2014 4:30
48,37,99,196,139,10.18367947,56.1498479,8/25/2014 4:35
44,35,104,192,142,10.18367947,56.1498479,8/25/2014 4:40
43,34,108,189,145,10.18367947,56.1498479,8/25/2014 4:45
47,33,108,193,147,10.18367947,56.1498479,8/25/2014 4:50
52,38,107,197,150,10.18367947,56.1498479,8/25/2014 4:55
48,37,103,194,152,10.18367947,56.1498479,8/25/2014 5:00
45,33,104,193,149,10.18367947,56.1498479,8/25/2014 5:05
47,37,106,195,153,10.18367947,56.1498479,8/25/2014 5:10
43,41,111,190,151,10.18367947,56.1498479,8/25/2014 5:15
48,40,108,187,155,10.18367947,56.1498479,8/25/2014 5:20
53,39,108,192,153,10.18367947,56.1498479,8/25/2014 5:25
55,37,109,190,153,10.18367947,56.1498479,8/25/2014 5:30
53,32,108,191,156,10.18367947,56.1498479,8/25/2014 5:35
55,34,105,186,159,10.18367947,56.1498479,8/25/2014 5:40
54,35,110,184,158,10.18367947,56.1498479,8/25/2014 5:45
51,34,114,180,153,10.18367947,56.1498479,8/25/2014 5:50
48,31,117,179,149,10.18367947,56.1498479,8/25/2014 5:55
51,27,116,181,144,10.18367947,56.1498479,8/25/2014 6:00
56,28,111,177,148,10.18367947,56.1498479,8/25/2014 6:05
61,32,116,172,153,10.18367947,56.1498479,8/25/2014 6:10
58,29,111,176,155,10.18367947,56.1498479,8/25/2014 6:15
59,31,116,172,155,10.18367947,56.1498479,8/25/2014 6:20
54,26,113,174,153,10.18367947,56.1498479,8/25/2014 6:25
50,24,118,170,154,10.18367947,56.1498479,8/25/2014 6:30
53,20,120,167,158,10.18367947,56.1498479,8/25/2014 6:35
51,24,117,164,160,10.18367947,56.1498479,8/25/2014 6:40
55,27,117,160,162,10.18367947,56.1498479,8/25/2014 6:45
56,30,120,156,165,10.18367947,56.1498479,8/25/2014 6:50
60,35,121,161,168,10.18367947,56.1498479,8/25/2014 6:55
57,37,126,158,164,10.18367947,56.1498479,8/25/2014 7:00
53,32,131,161,168,10.18367947,56.1498479,8/25/2014 7:05
58,27,132,165,167,10.18367947,56.1498479,8/25/2014 7:10
61,28,137,166,166,10.18367947,56.1498479,8/25/2014 7:15
57,24,140,168,167,10.18367947,56.1498479,8/25/2014 7:20
59,21,137,168,168,10.18367947,56.1498479,8/25/2014 7:25
62,22,136,163,168,10.18367947,56.1498479,8/25/2014 7:30
64,17,134,164,172,10.18367947,56.1498479,8/25/2014 7:35
60,23,137,164,172,10.18367947,56.1498479,8/25/2014 7:40
63,25,133,167,175,10.18367947,56.1498479,8/25/2014 7:45
67,24,131,167,170,10.18367947,56.1498479,8/25/2014 7:50
64,29,131,164,171,10.18367947,56.1498479,8/25/2014 7:55
64,28,128,168,168,10.18367947,56.1498479,8/25/2014 8:00
63,24,132,171,169,10.18367947,56.1498479,8/25/2014 8:05
61,23,128,173,169,10.18367947,56.1498479,8/25/2014 8:10
58,24,132,176,168,10.18367947,56.1498479,8/25/2014 8:15
54,27,127,180,169,10.18367947,56.1498479,8/25/2014 8:20
57,29,132,184,173,10.18367947,56.1498479,8/25/2014 8:25
54,26,136,179,169,10.18367947,56.1498479,8/25/2014 8:30
55,25,131,180,169,10.18367947,56.1498479,8/25/2014 8:35
52,23,127,185,170,10.18367947,56.1498479,8/25/2014 8:40
56,25,129,186,170,10.18367947,56.1498479,8/25/2014 8:45
57,30,129,191,172,10.18367947,56.1498479,8/25/2014 8:50
54,34,133,193,174,10.18367947,56.1498479,8/25/2014 8:55
57,34,138,192,170,10.18367947,56.1498479,8/25/2014 9:00
61,39,137,194,170,10.18367947,56.1498479,8/25/2014 9:05
62,37,133,191,166,10.18367947,56.1498479,8/25/2014 9:10
64,32,136,188,164,10.18367947,56.1498479,8/25/2014 9:15
60,31,140,186,160,10.18367947,56.1498479,8/25/2014 9:20
63,31,143,187,164,10.18367947,56.1498479,8/25/2014 9:25
60,26,143,187,166,10.18367947,56.1498479,8/25/2014 9:30
55,26,148,187,167,10.18367947,56.1498479,8/25/2014 9:35
50,29,148,184,168,10.18367947,56.1498479,8/25/2014 9:40
54,27,150,181,166,10.18367947,56.1498479,8/25/2014 9:45
52,24,146,179,167,10.18367947,56.1498479,8/25/2014 9:50
49,19,141,179,171,10.18367947,56.1498479,8/25/2014 9:55
52,24,144,177,169,10.18367947,56.1498479,8/25/2014 10:00
49,24,139,179,171,10.18367947,56.1498479,8/25/2014 10:05
46,27,144,176,167,10.18367947,56.1498479,8/25/2014 10:10
43,31,141,173,170,10.18367947,56.1498479,8/25/2014 10:15
45,36,139,171,173,10.18367947,56.1498479,8/25/2014 10:20
45,41,144,166,168,10.18367947,56.1498479,8/25/2014 10:25
44,38,145,166,166,10.18367947,56.1498479,8/25/2014 10:30
40,40,144,163,164,10.18367947,56.1498479,8/25/2014 10:35
36,45,141,166,169,10.18367947,56.1498479,8/25/2014 10:40
34,40,139,171,171,10.18367947,56.1498479,8/25/2014 10:45
32,44,136,167,171,10.18367947,56.1498479,8/25/2014 10:50
32,40,135,171,175,10.18367947,56.1498479,8/25/2014 10:55
29,37,134,172,171,10.18367947,56.1498479,8/25/2014 11:00
33,41,130,167,167,10.18367947,56.1498479,8/25/2014 11:05
38,46,132,167,168,10.18367947,56.1498479,8/25/2014 11:10
43,45,136,166,169,10.18367947,56.1498479,8/25/2014 11:15
39,43,131,171,167,10.18367947,56.1498479,8/25/2014 11:20
41,40,132,167,165,10.18367947,56.1498479,8/25/2014 11:25
36,42,130,163,161,10.18367947,56.1498479,8/25/2014 11:30
39,41,126,158,158,10.18367947,56.1498479,8/25/2014 11:35
40,46,121,155,161,10.18367947,56.1498479,8/25/2014 11:40
39,44,118,159,160,10.18367947,56.1498479,8/25/2014 11:45
34,49,119,155,157,10.18367947,56.1498479,8/25/2014 11:50
